NULL;38;2023
NULL;25;2019
NULL;19;2018
NULL;16;2016
NULL;18;2016
NULL;29;2016
NULL;22;2023
NULL;14;2024
NULL;37;2016
NULL;15;2020
NULL;11;2022
NULL;34;2022
NULL;37;2023
NULL;18;2023
NULL;9;2016
NULL;11;2017
NULL;26;2024
NULL;5;2024
NULL;36;2023
NULL;5;2017
NULL;20;2020
NULL;13;2018
NULL;28;2024
NULL;21;2017
NULL;36;2023
NULL;10;2024
NULL;37;2024
NULL;23;2019
NULL;11;2016
NULL;30;2018
NULL;14;2023
NULL;10;2018
NULL;19;2020
NULL;11;2022
NULL;3;2019
NULL;10;2017
NULL;11;2018
NULL;19;2021
NULL;2;2021
NULL;15;2017
NULL;10;2021
NULL;20;2016
NULL;5;2023
NULL;21;2021
NULL;16;2021
NULL;31;2016
NULL;23;2022
NULL;21;2016
NULL;22;2017
NULL;20;2016
NULL;27;2017
NULL;10;2022
NULL;12;2024
NULL;26;2020
NULL;22;2021
NULL;2;2016
NULL;31;2024
NULL;32;2017
NULL;17;2016
NULL;26;2023
NULL;16;2020
NULL;29;2019
NULL;15;2019
NULL;4;2016
NULL;33;2022
NULL;17;2016
NULL;2;2018
NULL;15;2020
NULL;12;2018
NULL;21;2018
NULL;5;2018
NULL;40;2018
NULL;7;2017
NULL;32;2021
NULL;19;2017
NULL;9;2017
NULL;16;2020
NULL;9;2019
NULL;11;2022
NULL;37;2016
NULL;15;2020
NULL;33;2018
NULL;31;2019
NULL;10;2021
NULL;20;2024
NULL;34;2017
NULL;22;2021
NULL;18;2021
NULL;23;2024
NULL;36;2020
NULL;21;2024
NULL;35;2024
NULL;11;2020
NULL;22;2024
NULL;33;2023
NULL;37;2024
NULL;19;2020
NULL;5;2017
NULL;4;2022
NULL;31;2018
NULL;2;2016
NULL;7;2020
NULL;21;2021
NULL;7;2019
NULL;5;2016
NULL;10;2019
NULL;39;2024
NULL;37;2024
NULL;37;2020
NULL;10;2017
NULL;37;2016
NULL;22;2019
NULL;16;2016
NULL;24;2016
NULL;6;2022
NULL;9;2017
NULL;8;2018
NULL;1;2018
NULL;24;2022
NULL;40;2018
NULL;12;2020
NULL;40;2019
NULL;15;2020
NULL;8;2017
NULL;4;2016
NULL;24;2024
NULL;24;2023
NULL;30;2016
NULL;36;2019
NULL;34;2020
NULL;40;2024
NULL;39;2023
NULL;6;2017
NULL;22;2023
NULL;3;2021
NULL;39;2023
NULL;16;2021
NULL;16;2022
NULL;22;2019
NULL;38;2022
NULL;18;2016
NULL;8;2020
NULL;30;2019
NULL;5;2017
NULL;7;2019
NULL;33;2023
NULL;22;2017
NULL;21;2018
NULL;13;2024
NULL;16;2022
NULL;6;2018
NULL;20;2020
NULL;17;2017
NULL;8;2023
NULL;31;2021
NULL;37;2022
NULL;10;2016
NULL;26;2022
NULL;26;2024
NULL;12;2018
NULL;32;2024
NULL;10;2022
NULL;1;2022
NULL;33;2021
NULL;34;2023
NULL;26;2024
NULL;12;2018
NULL;1;2018
NULL;32;2018
NULL;16;2018
NULL;35;2024
NULL;32;2016
NULL;38;2018
NULL;9;2022
NULL;16;2022
NULL;11;2019
NULL;29;2019
NULL;32;2017
NULL;35;2024
NULL;21;2017
NULL;14;2022
NULL;27;2022
NULL;35;2017
NULL;32;2020
NULL;24;2023
NULL;16;2020
NULL;12;2022
NULL;20;2022
NULL;15;2016
NULL;8;2024
NULL;14;2019
NULL;34;2023
NULL;30;2024
NULL;1;2022
NULL;3;2017
NULL;37;2020
NULL;12;2021
NULL;6;2020
NULL;6;2017
NULL;12;2023
NULL;11;2022
NULL;3;2020
NULL;1;2019
NULL;32;2023
NULL;35;2018
NULL;4;2018
NULL;31;2023
NULL;3;2021
NULL;10;2019
NULL;31;2020
NULL;33;2022
NULL;40;2018
NULL;36;2016
NULL;39;2022
NULL;6;2020
NULL;35;2023
NULL;1;2020
NULL;37;2016
NULL;28;2017
NULL;7;2020
NULL;23;2024
NULL;17;2017
NULL;40;2020
NULL;22;2022
NULL;24;2021
NULL;26;2017
NULL;26;2021
NULL;32;2017
NULL;19;2019
NULL;16;2023
NULL;22;2017
NULL;29;2023
NULL;10;2019
NULL;30;2016
NULL;38;2019
NULL;35;2021
NULL;17;2021
NULL;30;2019
NULL;20;2020
NULL;35;2024
NULL;34;2016
NULL;23;2022
NULL;34;2018
NULL;33;2022
NULL;28;2017
NULL;35;2017
NULL;4;2019
NULL;35;2017
NULL;14;2020
NULL;24;2021
NULL;34;2024
NULL;30;2018
NULL;23;2021
NULL;29;2016
NULL;39;2024
NULL;35;2023
NULL;20;2023
NULL;39;2018
NULL;6;2021
NULL;38;2020
NULL;2;2018
NULL;26;2021
NULL;36;2016
NULL;34;2018
NULL;15;2018
NULL;37;2024
NULL;24;2016
NULL;23;2021
NULL;14;2016
NULL;12;2019
NULL;16;2024
NULL;9;2018
NULL;7;2018
NULL;40;2022
NULL;33;2023
NULL;21;2023
NULL;2;2020
NULL;7;2023
NULL;23;2018
NULL;34;2024
NULL;3;2017
NULL;23;2017
NULL;9;2020
NULL;31;2024
NULL;19;2016
NULL;33;2016
NULL;16;2022
NULL;26;2024
NULL;39;2024
NULL;25;2023
NULL;9;2016
NULL;17;2017
NULL;16;2020
NULL;25;2021
NULL;8;2023
NULL;34;2024
NULL;22;2017
NULL;37;2024
NULL;2;2019
NULL;10;2017
NULL;17;2023
NULL;26;2023
NULL;40;2018
NULL;17;2019
NULL;19;2024
NULL;29;2021
NULL;38;2019
NULL;10;2019
NULL;36;2018
NULL;1;2018
NULL;4;2023
NULL;11;2020
NULL;39;2022
NULL;22;2021
NULL;7;2023
NULL;26;2022
NULL;36;2023
NULL;23;2023
NULL;27;2020
NULL;3;2023
NULL;9;2016
NULL;9;2022
NULL;22;2017
NULL;11;2020
NULL;21;2019
NULL;24;2020
NULL;8;2023
NULL;25;2022
NULL;27;2018
NULL;2;2016
NULL;24;2021
NULL;8;2019
NULL;34;2016
NULL;15;2020
NULL;27;2017
NULL;23;2017
NULL;36;2021
NULL;4;2023
NULL;11;2019
NULL;10;2023
NULL;33;2023
NULL;30;2019
NULL;18;2018
NULL;40;2022
NULL;17;2016
NULL;39;2020
NULL;30;2023
NULL;13;2021
NULL;12;2018
NULL;22;2024
NULL;25;2023
NULL;16;2022
NULL;22;2020
NULL;36;2021
NULL;9;2021
NULL;3;2020
NULL;5;2024
NULL;35;2019
NULL;18;2018
NULL;38;2024
NULL;3;2020
NULL;8;2022
NULL;31;2018
NULL;21;2016
NULL;34;2020
NULL;11;2016
NULL;6;2018
NULL;5;2023
NULL;28;2020
NULL;36;2020
NULL;34;2018
NULL;18;2024
NULL;5;2017
NULL;23;2024
NULL;9;2017
NULL;11;2016
NULL;30;2017
NULL;29;2016
NULL;10;2022
NULL;39;2023
NULL;7;2020
NULL;28;2023
NULL;5;2018
NULL;6;2018
NULL;38;2018
NULL;7;2019
NULL;32;2022
NULL;6;2022
NULL;39;2022
NULL;14;2017
NULL;36;2021
NULL;14;2019
NULL;39;2016
NULL;12;2024
NULL;3;2018
NULL;36;2016
NULL;35;2017
NULL;34;2021
NULL;19;2021
NULL;25;2023
NULL;6;2018
NULL;3;2021
NULL;35;2021
NULL;15;2024
NULL;22;2023
NULL;1;2018
NULL;5;2023
NULL;17;2016
NULL;14;2023
NULL;25;2022
NULL;24;2024
NULL;29;2017
NULL;30;2024
NULL;18;2019
NULL;26;2022
NULL;5;2022
NULL;8;2024
NULL;32;2020
NULL;18;2023
NULL;21;2022
NULL;2;2023
NULL;15;2024
NULL;6;2022
NULL;1;2018
NULL;35;2017
NULL;26;2023
NULL;39;2023
NULL;13;2016
NULL;25;2022
NULL;15;2024
NULL;16;2017
NULL;34;2017
NULL;40;2018
NULL;15;2023
NULL;5;2020
NULL;40;2022
NULL;28;2024
NULL;11;2019
NULL;26;2024
NULL;22;2018
NULL;23;2017
NULL;7;2017
NULL;40;2021
NULL;14;2016
NULL;27;2020
NULL;11;2024
NULL;28;2017
NULL;13;2018
NULL;37;2023
NULL;2;2019
NULL;1;2017
NULL;40;2016
NULL;15;2021
NULL;32;2019
NULL;2;2017
NULL;30;2021
NULL;29;2017
NULL;24;2018
NULL;1;2022
NULL;32;2024
NULL;38;2019
NULL;21;2018
NULL;12;2022
NULL;35;2018
NULL;13;2020
NULL;9;2020
NULL;21;2023
NULL;17;2024
NULL;27;2019
NULL;18;2021
NULL;37;2022
NULL;39;2018
NULL;11;2016
NULL;2;2018
NULL;20;2020
NULL;11;2019
NULL;11;2016
NULL;16;2024
NULL;8;2021
NULL;35;2021
NULL;27;2024
NULL;9;2021
NULL;2;2018
NULL;9;2024
NULL;33;2016
NULL;14;2016
NULL;16;2019
NULL;39;2023
NULL;6;2016
NULL;36;2016
NULL;7;2019
NULL;15;2017
NULL;23;2024
NULL;3;2017
NULL;8;2016
NULL;5;2024
NULL;18;2023
NULL;10;2023
NULL;5;2020
NULL;29;2020
NULL;10;2016
NULL;32;2020
NULL;37;2022
NULL;12;2022
NULL;11;2020
NULL;25;2021
NULL;13;2022
NULL;26;2019
NULL;37;2021
NULL;25;2021
NULL;35;2016
NULL;16;2024
NULL;40;2017
NULL;6;2023
NULL;1;2018
NULL;40;2021
NULL;40;2021
NULL;22;2018
NULL;39;2017
NULL;4;2024
NULL;10;2016
NULL;16;2022
NULL;31;2023
NULL;25;2020
NULL;27;2022
NULL;20;2022
NULL;19;2024
NULL;14;2018
NULL;4;2021
NULL;25;2018
NULL;29;2020
NULL;15;2022
NULL;24;2024
NULL;1;2017
NULL;32;2017
NULL;4;2019
NULL;5;2017
NULL;14;2024
NULL;28;2022
NULL;14;2017
NULL;22;2016
NULL;5;2021
NULL;3;2023
NULL;27;2019
NULL;40;2016
NULL;27;2022
NULL;9;2023
NULL;30;2018
NULL;4;2018
NULL;16;2019
NULL;13;2018
NULL;8;2017
NULL;1;2018
NULL;25;2021
NULL;39;2019
NULL;37;2017
NULL;19;2017
NULL;6;2023
NULL;15;2021
NULL;14;2022
NULL;15;2018
NULL;40;2022
NULL;4;2021
NULL;34;2022
NULL;39;2016
NULL;6;2020
NULL;19;2016
NULL;39;2019
NULL;8;2019
NULL;11;2021
NULL;28;2022
NULL;24;2024
NULL;10;2019
NULL;13;2020
NULL;18;2017
NULL;25;2017
NULL;10;2017
NULL;32;2020
NULL;34;2018
NULL;1;2023
NULL;9;2021
NULL;22;2020
NULL;18;2024
NULL;15;2020
NULL;1;2016
NULL;33;2021
NULL;35;2023
NULL;13;2017
NULL;21;2023
NULL;21;2023
NULL;11;2018
NULL;7;2023
NULL;29;2022
NULL;7;2020
NULL;8;2024
NULL;38;2021
NULL;20;2024
NULL;2;2018
NULL;32;2020
NULL;4;2023
NULL;7;2021
NULL;32;2023
NULL;40;2021
NULL;8;2019
NULL;5;2017
NULL;38;2019
NULL;12;2017
NULL;6;2023
NULL;30;2019
NULL;38;2018
NULL;35;2019
NULL;18;2021
NULL;11;2017
NULL;26;2018
NULL;16;2023
NULL;14;2016
NULL;33;2024
NULL;23;2020
NULL;24;2019
NULL;40;2016
NULL;29;2022
NULL;33;2024
NULL;25;2019
NULL;35;2020
NULL;40;2023
NULL;32;2022
NULL;26;2021
NULL;40;2020
NULL;1;2017
NULL;8;2024
NULL;19;2021
NULL;10;2021
NULL;34;2020
NULL;13;2021
NULL;17;2023
NULL;25;2022
NULL;38;2021
NULL;22;2019
NULL;17;2018
NULL;27;2024
NULL;32;2016
NULL;39;2021
NULL;24;2016
NULL;20;2024
NULL;28;2021
NULL;10;2020
NULL;16;2022
NULL;33;2022
NULL;28;2016
NULL;33;2018
NULL;15;2017
NULL;37;2019
NULL;27;2018
NULL;25;2016
NULL;10;2016
NULL;7;2023
NULL;22;2021
NULL;35;2023
NULL;35;2022
NULL;12;2024
NULL;34;2022
NULL;22;2023
NULL;3;2019
NULL;23;2019
NULL;38;2017
NULL;23;2024
NULL;2;2020
NULL;15;2017
NULL;28;2018
NULL;20;2022
NULL;9;2023
NULL;26;2018
NULL;5;2016
NULL;22;2016
NULL;9;2020
NULL;10;2021
NULL;37;2018
NULL;1;2016
NULL;36;2023
NULL;32;2024
NULL;26;2021
NULL;26;2017
NULL;37;2022
NULL;22;2024
NULL;40;2018
NULL;5;2023
NULL;16;2022
NULL;37;2019
NULL;29;2017
NULL;34;2019
NULL;17;2022
NULL;32;2019
NULL;28;2023
NULL;10;2024
NULL;7;2019
NULL;2;2016
NULL;14;2016
NULL;15;2018
NULL;10;2017
NULL;20;2024
NULL;6;2017
NULL;14;2017
NULL;5;2023
NULL;12;2021
NULL;17;2020
NULL;33;2023
NULL;22;2017
NULL;11;2023
NULL;6;2019
NULL;8;2019
NULL;14;2024
NULL;29;2019
NULL;17;2018
NULL;16;2019
NULL;18;2020
NULL;33;2021
NULL;11;2017
NULL;6;2016
NULL;25;2020
NULL;30;2017
NULL;13;2023
NULL;1;2021
NULL;7;2017
NULL;30;2018
NULL;8;2016
NULL;24;2019
NULL;2;2018
NULL;21;2016
NULL;33;2023
NULL;27;2023
NULL;31;2020
NULL;22;2022
NULL;34;2016
NULL;3;2019
NULL;19;2020
